author,location,content,properties
"{""properties"":{""friends"":141,""verified"":false,""status_count"":83405}}","{""longitude"":-1.48888889,""country"":""GB"",""latitude"":55.0425}","{""body"":""Temp:8.9C Wind:4.9 mph Barometer:1025.0 mb Rain:0.0 mm Humidity:96% #ukweather.""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":24,""verified"":false,""status_count"":17673}}","{""longitude"":-0.19371950000000002,""country"":""GB"",""latitude"":51.451674884083495}","{""body"":""Really excited about this weekend's @BlenheimTri. Loads of friends there to watch/support. @bloodwise_uk @thinkingofoscar @johnbrame""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":447,""verified"":false,""status_count"":32387}}","{""longitude"":-0.2108945,""country"":""GB"",""latitude"":51.61191284168327}","{""body"":""@johnsonftkian_ @Noemie496 si demain il pleut pas sa sera decru""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":483,""verified"":false,""status_count"":2003}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""Update for anyone who is interested: I did my laundry #success""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":176,""verified"":false,""status_count"":414}}","{""longitude"":1.1616629999999997,""country"":""GB"",""latitude"":52.0571262016396}","{""body"":""@scxttdxmican it's an exaggerated life,deal with it.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":415,""verified"":false,""status_count"":1895}}","{""longitude"":-0.8415085000000001,""country"":""GB"",""latitude"":51.4081263733163}","{""body"":""super excited to see baby Elizabeth tomorrow👶🏼✨💗""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":887,""verified"":false,""status_count"":25649}}","{""longitude"":-0.09263300000000001,""country"":""GB"",""latitude"":51.35895133231162}","{""body"":""@Rememberrememba where are you from? 🙃🙃""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":4257,""verified"":false,""status_count"":130057}}","{""longitude"":-1.7396194999999999,""country"":""GB"",""latitude"":55.13511300814875}","{""body"":""@ruth_pickford @Sunglassjunkies ive tried but server was down xx""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1557,""verified"":true,""status_count"":154591}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""Need to get hold of @RorySmithTimes' book before I fly back to South Africa this weekend.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1311,""verified"":false,""status_count"":23367}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""@keith_warwick You do realise that if Jimmy Carr is found strangled and you are discovered laughing nearby then you are under suspicion ?""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1042,""verified"":false,""status_count"":14833}}","{""longitude"":-0.12193322,""country"":""GB"",""latitude"":51.53194446}","{""body"":""I'm at @PremierInn London Kings Cross in London, Gt Lon https://t.co/51XBKpjK94""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":441,""verified"":false,""status_count"":6834}}","{""longitude"":-2.9154269999999998,""country"":""GB"",""latitude"":53.419914903420405}","{""body"":""@julieb_lfc maybe one day we'll hug.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":774,""verified"":false,""status_count"":21539}}","{""longitude"":-0.29743,""country"":""GB"",""latitude"":51.51476447266411}","{""body"":""@fotoboi5 oh I do ;)""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":269,""verified"":false,""status_count"":9676}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""\""I'm the love child of Kevin Bridges and Limmy\"" - @KLOEmusic""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":329,""verified"":false,""status_count"":9422}}","{""longitude"":-3.5148764999999997,""country"":""GB"",""latitude"":50.7209524108503}","{""body"":""https://t.co/KT53FV716G if you want info on the EU referendum, please take some time to make a informed decision.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1111,""verified"":false,""status_count"":16567}}","{""longitude"":0.08932450000000001,""country"":""GB"",""latitude"":51.468410299162315}","{""body"":""Sometimes lol  https://t.co/p4gjtt5BVM""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2628,""verified"":false,""status_count"":31072}}","{""longitude"":-1.4407025,""country"":""GB"",""latitude"":54.9779371296568}","{""body"":""@thescript good evening Glen, how are ya?😉😁""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":4661,""verified"":false,""status_count"":18540}}","{""longitude"":0.20662899999999995,""country"":""GB"",""latitude"":51.44023795652285}","{""body"":""@DoroUK_Ireland Yes please Love to win this Mobile Phone this would be amazing to win have been wanting Good phone for ages have f&rt""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":287,""verified"":false,""status_count"":10885}}","{""longitude"":0.286119,""country"":""GB"",""latitude"":50.78203303384379}","{""body"":""#BroadCity and @HillaryClinton 👍👌🏻""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1631,""verified"":false,""status_count"":59701}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""booking my tat in on Saturday bit ard' aren't I ?""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":712,""verified"":false,""status_count"":7171}}","{""longitude"":0.13187,""country"":""GB"",""latitude"":51.443859852313665}","{""body"":""Nah this is wrong I pray someone exposes this sick guy  https://t.co/KfNOro88FR""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":649,""verified"":false,""status_count"":18870}}","{""longitude"":-0.44236099999999995,""country"":""GB"",""latitude"":51.53707969560851}","{""body"":""Nah get high baby https://t.co/HErKA2LZUL""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":923,""verified"":false,""status_count"":23131}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""Wish I bought a Sunday ticket for parklife, Saturday line up doesn't interest me much""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":11,""verified"":false,""status_count"":1029724}}","{""longitude"":-3.542993,""country"":""GB"",""latitude"":51.676323}","{""body"":""00:48 BST: Temperature: 13.5°C, Wind: SSW, 0 mph (ave), 5 mph (gust), Humidity: 79%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":249,""verified"":false,""status_count"":71}}","{""longitude"":0.553941,""country"":""GB"",""latitude"":51.88955224701976}","{""body"":""The #braintree masses and I rocked this bench today. https://t.co/zB5oDw13tl""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":232,""verified"":false,""status_count"":1076}}","{""longitude"":-0.8380554999999998,""country"":""GB"",""latitude"":52.80280339743897}","{""body"":""tbh this is my ultimate song kink https://t.co/xhjqQOJI2V""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":306,""verified"":false,""status_count"":176782}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""L'autre là c'est un broke ass nigga de ouf mais bon il est mignon quand il veut.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1075,""verified"":false,""status_count"":14731}}","{""longitude"":-1.5710735,""country"":""GB"",""latitude"":54.984881721800384}","{""body"":""@Calumvalentine9 all jokes aside mohammed was a lovely guy and was very proud of his beamer i hope he finds happiness & learns how to trust""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":601,""verified"":false,""status_count"":48585}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""Some proper blokes in that team. So many leaders/drinkers. Hero's all over.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":193,""verified"":false,""status_count"":1533}}","{""longitude"":-0.7902739999999998,""country"":""GB"",""latitude"":50.73317897404846}","{""body"":""@NiniWarsame plants also respire""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":538,""verified"":false,""status_count"":17964}}","{""longitude"":-0.8465774999999999,""country"":""GB"",""latitude"":51.374089222012906}","{""body"":""Remember seeing Greece win Euro 2004 when I was 6 and spending two years thinking they were legit the best team in football.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":134,""verified"":false,""status_count"":5018}}","{""longitude"":-0.13261499999999998,""country"":""GB"",""latitude"":52.55573593212342}","{""body"":""@travers_kirsty maybe a nun xxxx""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":841,""verified"":false,""status_count"":5068}}","{""longitude"":-0.7874559999999998,""country"":""GB"",""latitude"":50.84092416818578}","{""body"":""@laceyfuller_ @TreyCostelo @kadymcdermottx @scottyspecial just childish & isn't exactly gonna impress getting the guy back either lmao""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1183,""verified"":false,""status_count"":37982}}","{""longitude"":-6.6983325,""country"":""GB"",""latitude"":54.250391801598404}","{""body"":""Yes please 😊 https://t.co/aDpFzs9SHN""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1111,""verified"":false,""status_count"":9369}}","{""longitude"":-3.0146620000000004,""country"":""GB"",""latitude"":51.66074958912976}","{""body"":""Haven't been on my iPod in like a year and now it keeps asking me for my Apple ID password every 2-3 seconds 🙃""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1948,""verified"":false,""status_count"":2437}}","{""longitude"":-4.0520369999999994,""country"":""GB"",""latitude"":55.977181887158565}","{""body"":""@mdrcrooks I am your no1 fan can't wait to see you pull of the famous Glasgow Rangers jersey could I get a retweet WATP 😃""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":520,""verified"":false,""status_count"":117543}}","{""longitude"":0.07886299999999999,""country"":""GB"",""latitude"":51.58500991494593}","{""body"":""@girl_vintage Still pissed they didn't just... IDK, find an excuse for her to visit a friend and end up married or something.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":4257,""verified"":false,""status_count"":130055}}","{""longitude"":-1.7396194999999999,""country"":""GB"",""latitude"":55.13511300814875}","{""body"":""@V2CigsUK what a #lush #treat love to #win""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":783,""verified"":false,""status_count"":76206}}","{""longitude"":-0.8829510000000002,""country"":""GB"",""latitude"":52.23888471672323}","{""body"":""Char nemen hahaha""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":381,""verified"":false,""status_count"":892}}","{""longitude"":0.361443,""country"":""GB"",""latitude"":51.43257701021396}","{""body"":""@Dan_Holness  https://t.co/DdPVnJEON7""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":15,""verified"":false,""status_count"":43954}}","{""longitude"":-3.36,""country"":""GB"",""latitude"":56.03277778}","{""body"":""Wind 4.9 kts ENE. Barometer 1053.2 hPa, Steady. Temperature 10.0 °C. Rain today 0.6 mm. Humidity 56%""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":348,""verified"":false,""status_count"":54904}}","{""longitude"":-0.44236099999999995,""country"":""GB"",""latitude"":51.53707969560851}","{""body"":""@CourtneySmith13 thank you!!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":199,""verified"":false,""status_count"":5006}}","{""longitude"":-0.7469775000000002,""country"":""GB"",""latitude"":50.98235280005008}","{""body"":""Ay, tanga. Sense the tone 😑""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":983,""verified"":false,""status_count"":11060}}","{""longitude"":-0.42502549999999995,""country"":""GB"",""latitude"":53.84127387951994}","{""body"":""@fabuloushannahh you have no idea how close I was to literally just tweeting the exact same thing""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1250,""verified"":false,""status_count"":37595}}","{""longitude"":-0.060167500000000006,""country"":""GB"",""latitude"":51.54765285291366}","{""body"":""Need a terrific dell monitor by Friday""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":435,""verified"":false,""status_count"":1368}}","{""longitude"":0.0149895,""country"":""GB"",""latitude"":51.47151451957592}","{""body"":""Wine pharmacy would do too 😜😂🍷 https://t.co/QporbaWUsV""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":3077,""verified"":false,""status_count"":23148}}","{""longitude"":0.061120999999999995,""country"":""GB"",""latitude"":51.64090092075878}","{""body"":""@PressOfficeMan Arsol is best forgotten and Ian Walker. The Heaton of 96""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2984,""verified"":false,""status_count"":16849}}","{""longitude"":-1.5654900000000003,""country"":""GB"",""latitude"":53.802038177843606}","{""body"":""@Magyck_Moon @livingdeadgirl @KyleMPage1 @pagevan @sutHrIVer Bahahahaaa!""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":68,""verified"":false,""status_count"":8455}}","{""longitude"":-1.216432,""country"":""GB"",""latitude"":54.678996915358894}","{""body"":""@swampsongs IM CRYING""}","{""sentiment"":-1,""platform"":""twitter""}"
